User_ID	sex	dPlt	age	orgn	race	ethnic	_estmDrct	_contblack	_posFB	_negFB	prfSlfOtr	prfWhtBlk	prfDemRep	eItmWhtBlk	eDemRep	eSlfOtr	ewhtblk	eItmDemRep	votedDem	willVoteDem	rwa	rsnbrg	mrs	eItmSlfA	eItmSlfB	iatRace	batRace	cgatRace	satRace	spfRace	epRace	ampRace	spdRace	iatPltc	batPltc	cgatPltc	satPltc	spfPltc	epPltc	ampPltc	spdPltc	iatSelf	batSelf	cgatSelf	satSelf	spfSelf	epSelf	ampSelf	spdSelf
372725	m		35	us	white	nhisp																																											
372726	f	2	21	us	white	nhisp			1	3	4					0							2.6666666667			0.8805296507													0.6407507867		1.5		-0.043689789				0.3345017793		
372727	f	0	17	us	white	nhisp								-2.166666667									2.1666666667				0.2339169974		-0.216162511								0.9641216241												
372729	m		21	us	white								4	-0.5	0					1						0.1503223911		1.8617280402																					
372731	f	2	55	us	white	nhisp																																									-0.585885689		
372741	f	2	32	us	white	nhisp			3	5	4					0					2.2666666667		1.3333333333				-0.602627846	-0.703613308										-0.001597361									0.281466531		0
372745	f	0	18	us	white																						0.6877982365									-0.103643928													
372746	m	-1	50	us	white	nhisp																				0.6586973305			0.6792858762				0			0.1875399707				0.0833333333							0.0004206115		0
372749	m	3	19	us	white								6		6					1			1.5																0.2540943692						-0.030334722				
372762	f	3	37	us	white	nhisp																							0.5971715525											0.4583333333			-0.463685926					0.125	
372766	m	3	23	no	white	nhisp		2				5					0					4.3							-0.012422789														0.0555484826						
372768	m	0	35	us	white																										0.0692176718									0	0.6666666667	0.2104169721							
372770	m	3	17	us	unkno	hispa												0.2								-0.416042151															-0.166666667								
372775	f	2	19	us	white	nhisp																4.6	1.6666666667																				0.3156024623			0.547814161			
372783	f	3	22	uk	white	nhisp	3																1	1.25	5			-0.197323576	-0.40521573						0.5190759381					0.7083333333	2.7272727273		0.4435721484						
372784	m	0	21	us	black	nhisp								-3.166666667																	-1.254075915																-0.078407036	0.0416666667	
372785	m	-2	19	us	white	nhisp		3				4					0				3.1333333333								0.6193791367							-0.417580933	0.0441139748			-0.041666667									
372793	m	-2	20	us	white													-1																												-0.221928006			
372796	f	-3	30	uk	white																		1.8333333333			0.4867044323											0.4191955626				0.9444444444								
372797	f	-2	28	us	white	nhisp							2	0.1666666667	-7				0	0															-0.596715263		-0.182655485												
372798	f	1	36	us	white	nhisp																	3.5															0.1385126013											0
372800	f	0	28	sk	white	nhisp																4.5	2.1666666667																							0.4511869448	0.1206145696		
372803	f	0	26	ba	white																																									0.0078496444			0.2698412698
372804	f	0	18	us	white	nhisp																4.7																											
372805	m	2	20	us	white	nhisp							2		-2					0								1.4202919997													-0.533333333								
372807	f	2	21	us	white	nhisp																	1.8333333333					1.3991594513			-0.597617285									-0.083333333									
372808	f	3	19	us	white	nhisp																4.1																	0.3931227971						0.6238819282				0.125
372809	f	0	25	us	eAsia	nhisp																	2.8333333333				0.5736292852						0.1428571429					0.0000303562											
372810	m	0	18	us	white	nhisp								-0.666666667									2.5						0.3674998036																				
372811	f		22		.....								7		4				1	1							0.1323326943																				-0.098485372	0.0416666667	
372812	m	3	30	us	white	nhisp																									-0.009029359										-0.45								
372813	f	2	25	us	white	nhisp								-1.333333333																													-0.415936741						
372816	f	-1	23	us	mixed	hispa								-1.666666667				-1.4									-0.265116731	0.3584385197	-0.460793331	0.2277802696			-1.422077922				-1.308508482					0.62887295						0.25	0.7777777778
372817	f	-1	26	us	white	nhisp		7				4					0														-0.240281442		0.0714285714					-0.156478504											
372824	f	3	22	us	white	nhisp	1														1.0666666667	1.6	1	-3.75	2.8	-0.267464097	0.5834468627				-0.313620584						0.4144499408												
372825	f	2	22	sg	eAsia	nhisp		1				4		-1.833333333			0											-0.700042717															-0.090585555						
372827	m	2	42	hk	eAsia	nhisp												2					3.1666666667					0.8248451293							-0.17802453														
372828	f	1	19	us	black	nhisp								-1.166666667															-0.765462972							0.1590710894												0.4166666667	
372831	f	0	21	us	white	nhisp							4	-0.666666667	0					0																			0.0229903858								0.0480797501	0.1666666667	
372832	f	3	25	tt	mixed	nhisp	3		1	1	7		7		5	2				1	1.4			-2.25	2.8			0.4231198119		-0.228509661		0.0833333333							0.4639879276		0.25				0.7395925101		0.6154671229		
372833	f	2	24	us	white	nhisp			1	1	3					0																				1.0413700895												-0.083333333	
372835	m	1	32	ca	white	nhisp												2.2					2.6666666667					1.0863798163		0.6817307255																			
372849	f	0	52	uk	white	nhisp																4.1					0.1492982361													0.2083333333						-0.434176234			
372850	f	2	27	us	white	nhisp																											0.4965034965		0.5389582743				-0.309987742		1.3636363636								
372852	m	0	22	uk	white								4		0			1.6		1						0.6795417534												0.7514885755											
372853	f	2	17	us	mixed	hispa			3	2	6		6		5	0				1																		0.8525909063	0.2861548044										
372854	m	2	17	uk	white	nhisp																					0.638136753																						
372856	f	0	56	uk	white	nhisp								0																			0	-0.243211868			0.979134694												
372860	m	3	17	br	white	nhisp							4		0				1	1			3			0.9917960077														-0.041666667					0.5755146829				
372862	f	0	23	uk	white	nhisp																4.1																											
372868	f	-2	37	us	white	nhisp	2	3				5	2		-3		0		0	0				0.25	2.6	0.2659261534		0.8923216234					0.5		-0.71142056							-0.333277194							
372869	f	0	35	uk	white	nhisp																											0																
372870	m	1	20	us	eAsia	nhisp																5.5									-0.124667619		-0.333333333				0.8795358672												
372871	m	0	29	de	white	unkno	5																	0.85	5.8							0						0.3097308907						1.4437465929					
372876	m	-3	19	us	white	nhisp								0				2.6			1.6666666667							-0.445552137			-0.342638037		-0.214285714		-0.195264852										-0.093382737				
372877	f	0	44	ie	white	unkno																	1.1666666667																			0.4747244872							
372880	m	0	39	fr	white	nhisp								-1.833333333																									0.0837931025										
372886	f	2	52	us	white	nhisp								-0.333333333							1.5333333333						0.0049330283		0.0950408789																				
372887	f	1	40	us	blkwh	nhisp							7		3				1	1																													
372891	m	0	27	uk	white	nhisp																												0.4846837058															
372892	m	-1	35	uk	unkno	nhisp																																					0.3647756102						
372898	f	1	27	sg	eAsia	unkno												2.4			2.3333333333		2.3333333333				-0.051092759							0.991818355		-0.360547561					1.3787878788	-0.025962104							
372901	f	0	18	us	white	nhisp							5		1					1										0.5533148366										0.1666666667		0.7205396165							
372905	f	2	18	us	white	nhisp																5.7																						0.6840434061		0.1263178519		0.0833333333	
372907	m	3	16	us	black	unkno																																			1.2727272727				0.4881347491				
372911	m	2	57	us	white	nhisp			1	2	4			-0.166666667		0		1.2			2.4					0.7897421371				0.5454148716	0.2816413236									-0.125		0.7425285331	0.2064602827	2.5100362382	0.2448074647				0.7777777778
372913	f	1	19	us	white	nhisp												-1.2			3.2														-0.401876727	-0.953868346		-0.549406677					0.278532448					-0.041666667	0.4666666667
372916	f	0	19	us	white	nhisp							5		0					1			3.8333333333								0.4518961895					-1.428720994													
372918	f	0	18	us	white	nhisp																	1.5			0.476686306													-0.297251578		0.0833333333								
372920	m	2	56	uk	white				2	4	6					1													0.5869829987							0.5798490162												0.1666666667	
372922	f		18	us	white	nhisp							4		0																					-0.469709886											0.4973345203	0	
372926	m	0	20	us	white													-1.2					3.6666666667				0.2270021737												-0.221286074										
372930	f	0	20	us	white	nhisp	3	4				4	5		0		2			1	2.8		2	1.15	3.8	0.4683919101	0.4270756343		0.3075615086	0.3159879595			0			0.1417153169	1.0113258208	0.1584874648		-0.083333333	0						-0.184543372	0.0833333333	
372932	f	0	19	us	white	nhisp																											-0.192307692																
372935	f	0	21	us	white	nhisp		9				4					0										-0.094399491											-0.199295522										-0.041666667	
372936	f	3	35	us	white	nhisp			1	3	4					0																							0.2332325908					0.5332150406					0.2222222222
372937	f	2	21	us	white	nhisp												-3.2														0				-0.68282385									-0.060343882				
372944	m	0	20	us	white	nhisp	7																	0.15	5.6						-0.146155371					0.1568806957												0.125	
372950	m	-2	26	us	white	nhisp							2		-5				0	0							0.2561121469				0.3243685203											0.3615331624							-0.333333333
372955	f	0	23	us	white	nhisp	4	4				5					1							1.45	4.4							-0.125							-0.960284127										
372957	m	2	39	us	white	nhisp			2	3	7			-1.333333333		2		2.2																0.6337296486	0.2191192498							0.1893691224			1.2125923218				
372958	f	0	20	us	black	nhisp																									-0.511182317							0.0880133002			1.202020202								0.4
372961	f	3	20	us	mixed	nhisp																5.4									-0.071238478						0.5562117011												0
372962	m	3	25	ca	white	nhisp								-0.833333333																							0.1020877928							0.6587809659				-0.083333333	
372965	m	0	25	br	white	hispa			2	1	5					-1		0.6				4.1	1.6666666667			-0.208004368			0.0338011701	0.8156710384			0	0.3805788762				-0.105716609		-0.041666667							0.5267397492	0	
372969	f	-2	56	us	white	nhisp																5.8											0.2		0.3439431667												0.0529526518		
372971	f	2	29	us	white	nhisp								-1.833333333																							0.3902370789							0.3605531368				-0.166666667	
372979	f	2	25	us	black	nhisp																													-0.037992259					0.0416666667					0.6261808716			0.0833333333	
372981	f	0	19	us	sAsia	nhisp							5		1					1											0.0336944151							0.6288065228		0.0833333333									
372982	f	3	37	us	white	nhisp								-0.833333333							2.2666666667							0.4456410343																	0.8020986425				
372986	m	3	42	us	black	nhisp		6				4					-1	1.4					1.1666666667								-1.324564921					0.6165974898	0.5311865486	0.3288615282											-0.85
372994	f	2	20	us	white	nhisp												3.8													0.7389782623										0.7	0.3972614277							
372998	f	0	23	us	white	nhisp								0																														0.637516853	0.0527469121			0	
372999	m	3	20	us	white	nhisp	4							-0.5									1.6666666667	0.15	3.8				-0.141673241	0.8043022691	-0.311712949	-0.125				0.7758693054							0.2173198274	1.0246220448				0	
373000	f	2	18	us	white	nhisp	4																1.3333333333	-0.15	3.4																	0.8772221966		1.8184200896					
373004	f	0	20	us	white	nhisp								0				1.6													0.0541296307											0.978281701							
373010	f	2	23	us	white	nhisp	4						6		5					1				0.75	5															-0.083333333			0.3778430252		0.4583640484				
373017	m	1	22	us	white	nhisp	5																	1.35	6									1.0711006135						-0.166666667						1.2389697518			
373024	f	2	52	us	black	nhisp																	1.1666666667				-0.337079263										0.1995807535			0									
373026	m	0	31	us	white	nhisp																														-0.417349369													
373032	m	0	38	us	white	nhisp																	3.3333333333						0.6686054715																-0.177221935			0	
373033	f	0	27	us	white	nhisp																5.8									-0.063513608							-0.047022219			0								
373036	f	-3	18	us	white	nhisp	1							-0.5				-1.8			4	1.3		-0.125	2.4			0.0314610578					0		-0.297921638	-0.349330338	-0.976955535	-0.857040718	-0.648013292	-0.041666667		0.0870248967			-0.549751387	0.580303525	-0.087889474		
373039					.....																																												
373040	f	2	28	us	white	hispa																	2.6666666667										-0.384615385						0.316255966						0.2128601756				
373043	f	3	35	us	white	nhisp			1	5	4					-1											-0.607932718													-0.25					-0.503443734				
373044	f	0	23	us	mixed	hispa			1	1	6			0.8333333333		5																													1.4727549643				
373045	f		28	us	.....																																						0.0060469471					0.0416666667	
373046	f	-2	25	us	white	hispa							2		-3				0							0.8855862887							0.0769230769									0.089181651							
373050	f	2	15	us	sAsia	nhisp	6																	0.35	5.2		0.4466356714							0.0757598946															0.3
373052	f	1	50	us	black	nhisp												1.2					1.1666666667													1.5339836643							0.5205833752						
373053	f	-1	35	us	white	nhisp								0								4.7																					0.4827447756			0.8471744029			
373055	m	-2	42	us	white	nhisp																	1.8333333333			0.7164476393							-0.142857143											2.2264671452					
373056	f	2	24	us	white	nhisp							7		7				1	1																													
373057	m	0	22	us	black	unkno								0									2.3333333333			-0.070376624																					-0.190820738		
373058	f	1	21	ch	mixed				1	2	4					-1					1.6666666667	4				0.0723786623				0.336078396		-0.208333333			0.2783159849	0.6111098548			-0.338642249								0.769383936	0.125	
373059	f	2	45	us	white	nhisp															1.5333333333															1.620346692											0.0208987762	-0.083333333	
373060	f	-1	33	us	white	nhisp							3		-2				0	0															-0.320047159									0.925881031					0.3333333333
373061	f	0	38	uk	white	nhisp												-0.6			2.4666666667								0.5865486752										0.1662019924		-0.272727273			0.1935955367					
373062	f	3	31	us	white	nhisp								-2				2.8									-0.052775426					-0.041666667						0.6849571057			0.8409090909		-0.149321507				0.3124069554		
373064	f	3	30	ir	unkno	nhisp		2				4		0.3333333333			0	4.6			1.8		1.1666666667					0.4246964717			-0.352842584								0.3685552076		2.7272727273			1.1057456395	-0.009348282		0.4172935163		
373065	m	3	18	us	white	nhisp																3.6																											
373067	f	2	20	us	white	nhisp	3														2.6			0.05	3.2			1.53720351									0.8622642821												
373070	m	2	52	us	white	nhisp																4.6												0.1868561705							2.0333333333				0.6316983131				
373072	f	-2	21	us	white	unkno																4.8				0.5328675173														-0.708333333							1.0888837458		
373074	m	0	24	us	black	nhisp		6				4		-1.166666667			0									-0.809309047					0.297526982								0.1987774883										
373077	f	2	19	af	eAsia	nhisp								-0.533333333													0.1690958978														-0.361111111								
373078	m	2	18	us	white	nhisp							7		6					1										-0.211461555			-0.698717949		0.074771285														
373081	m	3	48	au	white	nhisp	4		2	1	4			-0.166666667		0								-3.05	5					0.0529313511			0.0659340659			1.9431296937							0.7700335257		0.2339078018				
373082	f	0	22	us	white	nhisp																																					0.6247224562	0.7816697278				-0.083333333	0
373083	f	2	32	au	white	nhisp												3																					0.9611392569					0.9492949589					-0.111111111
373084	f	3	20	us	white	nhisp			4	5	4		7		2	2			1	1																	0.2636928886										0.0647790741		
373086	f	3	20	us	white	nhisp							7	-0.5	4					1						-0.173346039		-0.17175366																					
373087	f	2	19	us	white	nhisp							6		1					1																													
373090	m	0	38	us	white	nhisp								-0.833333333							3.7333333333	4.5																-0.092329166			-0.888888889			1.1417189334		-0.041280907	0.4753013551		
373091	f	0	33	us	white	nhisp																	2.8333333333										0			0.7375025163										-0.217376513			
373092	f	2	23	tr	unkno	nhisp												4													0.2803739416														-0.165072041			0.125	
373094	m	0	24	us	mixed																3	5.6													0.6147172575	0.1913658581													
373095	f	1	19	us	white	nhisp	4		1	1	5					2					2.4			1.35	4.6				0.5939501384											0.0416666667		0.1446601051		1.5050855569			0.7756199348		
373098	f	3	27	us	white	nhisp			1	3	5					1		5																	0.4929081293												0.4685214101		
373099	f	1	21	us	sAsia																																												
373102	m	0	30	uk	white																												0.0549450549				0.2505969209												
373103	f	0	25	us	black	nhisp																										-0.125				0.9130485777			0.1045012292	0.2916666667					-0.184557953	0.0788393502		0.5	
373105	f	3	20	us	white	nhisp															2.8									0.5933574769		0.125				0.8177215191													
373106	f	2	25	us	white				1	3	4			-0.5		0																				2.8672489919											0.5514519619		
373107	f	-3	31	us	white	nhisp	4	3				4					0				3.6		3.6666666667	0.75	3.6									-0.043060102					-0.48044737				0.2934356666			0.3397532748			
373108	m	-2	42	us	white	nhisp												-8														0.0833333333															0.2950051099		
373111	f	0	19	us	white	nhisp			3	1	2					-1					3.8									0.9326505524															0.3526900186				
373115	m	-3	53	us	black	nhisp			1	4	5					5																			0.1498343832														
373120	f	2	20	us	white	nhisp	6																	1.25	4.4		0.3601845393	0.5652936694											1.0000158381										
373122	m	2	23	us	white	unkno												-2.2								0.3273653977				0.1715736423		0.25																	
373127	f	-2	33	us	white			5				6					1				4.4666666667																		-0.153947086										
373129	m	0	23	us	sAsia	nhisp	5		1	3	4					1								-0.15	3.6		0.5052942351				0.0783906569																		
373131	f	-2	36	us	white	nhisp		2				5		-0.333333333			0					3.5				0.3358973663	0.151547076		-0.138775177	1.2043546175	0.1092083088	-0.083333333							-0.175580135	0.25	-0.727272727					1.0642345001	0.1045704458	-0.166666667	
373134	f	2	20	us	white			4				4					0																	1.1869514711							1.7909090909				-0.357803398				
373135	m	-2	44	us	white				1	1	4					0																								-0.416666667									
373136	f	1	25	us	white																														0.4157479509						1.4343434343	0.9480496764						0.0833333333	
373137	f	1	22	us	white	nhisp			1	2	5					1										0.3394532057														0.375									
373143	m	-3	42	us	white	nhisp	5																	2.15	4.4					0.7192925387	-1.05191619	0									-1.616161616	0.9363319352						-0.083333333	
373144	f	-2	30	us	white	nhisp								1.3333333333									3.1666666667				0.7648560508			-0.151922843			0.4285714286			-1.055485416			-0.926000534		-1.333333333								
373145	m	0	18	us	white	nhisp								0								3.6				0.2238984165											0.0681961771												
373149	f	0	17	us	white	nhisp							5	-1.833333333	2					1			1.5					0.9768702353					-1.774725275	0.628153614					-0.086629815				0.1970012215						
373150	m	0	27	in	sAsia	nhisp							5		1					1						0.3484813089																0.8285763381							0.9166666667
373152	m	1	31	nz	white			1				6		-0.333333333			2												0.3294957609										0.0675831336										
373157	m	-1	33	us	mixed	hispa																					-0.076692161																					0.1666666667	0
373162	f	2	20	us	white	nhisp																	1.8333333333								-0.314733963											0.9808997169							
373163	f	3	43	us	white	nhisp							7		9				1	1			1.3333333333											0.9326011			1.3532669626												
373164	f	2	19	us	mixed	nhisp															1.5333333333								-0.386936323											0.7916666667				2.5541963141					
373167	f		21	us	white	nhisp	2						3	-1.833333333	-4				0					-1.25	3.8													-1.203436079								-0.525335539			
373169	m	3	22	us	white	nhisp												4																				1.0533305385		0.3333333333							-0.305491283		
373173	m	-2	20	us	mixed	nhisp																					0.4149299302					-0.208333333				-1.169826434					-1.659090909								
373175	f	3	29	my	mixed	unkno			2	3	3					-2						4.2	2					0.2689517738			0.8742025273	0		1.194350087			-0.193785373			0.2083333333							0.491981029		
373178	m	-2	25	us	white	nhisp																																											
373179	f	0	28	us	white	nhisp																3.5											0.5					0.2638755159											
373181	m	0	22	us	white	nhisp							3		0																			0.0744425543			-0.27443052				-0.464285714								
373182	f	2	37	br	eAsia	nhisp		3				4	7		6		-4	5.2	1	1		4.4	1				0.3814625633				0.6629006548	0.0833333333						1.8817103621								1.0806753864	0.8345479397		
373184	m	-2	21	us	white								2		-5				0	0	2.8								-0.345249375				0	0.4844713668										0.6772107306			0.5497192297		0
373185	m	-2	18	us	white																																											0.125	
373186	f	0	23	ca	white	nhisp		3				4		-0.833333333			0													-0.737088451				0.5108136869															
373188	f	0	24	us	unkno	hispa	4																	3.15	4					0.2924638863												0.3292939271							1
373192	f	2	21	us	white	nhisp		5				4					0															-0.416666667					0.2977753589	0.7406421877											
373194	f		36		.....																		1.3333333333			0.1029274211						-0.166666667						0.6554939821											
373195	f	-2	47	us	white	nhisp							1		-10				0	0			3.6666666667													-2.327349824										0.2459255527			
373197	m	0	21	us	black			8				4					0				4.2	6					-0.177387467	-0.67690137			0.4803318995	-0.083333333	0			0.9634482951					0.0555555556						-0.206297446		
373199	f	2	18	us	white	nhisp																							-0.053048669				-0.571428571							0.0416666667							0.3149683363		
373204	m	0	33	us	black	nhisp	4											4.6						1.25	4.8					0.5369284258															0.3993394319				
373210	m	0	20	us	white	nhisp		1				6					3															0.1666666667				-1.332044637		-0.513401625											
373211	m	3	15	us	white	nhisp	3																	-0.35	5			0.4129941911				-0.083333333				0.877173229													
373213	f	-2	23	us	white	hispa	4	7	1	3	5	4	5		3	2	1			1				-2.45	4.2				0.426845604																		0.4894197632		
373215	f	-2	20	us	white	nhisp	5																	-3.25	5.4		0.2066231579				0.4643643592																	-0.208333333	
373217	f	2	23	us	mixed	nhisp		3	1	1	2	3	6		3	6	-1		1	1		5.2	1							-0.271433287					0.1996177652	0.9018550289			0.2978370757				0.5809522323						2.1666666667
373220	f	2	32	us	white	nhisp												2				5.2																	-0.303277938							0.6380755045			
373224	f	0	22	us	white	nhisp															3.4666666667						0.3830515002						0.5769230769											-0.192537685					
373225	f	-2	39	us	black				3	3	2					1						4.3				0.1771487926					-0.305229876	0					-0.476270578				-0.466666667	0.386345816							
373227	f	2	32	us	mixed	hispa			1	3	5					2											0.1088845585																						
373228	f	3	29	us	white	nhisp		3				3					-1						1.3333333333																1.0268641433								0.8637716211		
373234	m	0	23	bf	black	nhisp								1.3333333333																																			
373235	m	0	30	ca	white			1				5					1				2.6										-0.456812712			0.5077662889															
373238	f	0	32	us	white	nhisp	5														3.4666666667			2.75	4.4				-0.34518373							1.5844698445													
373240	m	3	24	us	mixed	nhisp			1	1	6			-0.666666667		1		3.8			1.6666666667						0.4752436234	0.7190843054									0.7827836757			0.0416666667		0.6151517407				0.906672174		0.1666666667	
373243	m		40	us	.....	unkno		4				4					0										-0.389742798														0.8888888889								
373256	m	0	32	in	sAsia	nhisp												0																									0.7089068051		1.0338474592				
373258	m	1	22	us	white	nhisp												0.2													0.6790936144		0.2777777778	-0.124986118															
373261	f	2	20	us	white	nhisp												4.4				4.6																					0.5161274148			1.4395811983			
373262	f		19	us	white	nhisp			1	1	5					0						4.2	2						0.0592312253			0				0.0014541567	0.214656488		0.0330888397			0.4485446755						-0.041666667	
373263	f	0	26	us	black				1	1												1.5					0.2070813682	0.9379274713	-0.32455237							0.3691087407	-0.253967988				0.0378787879	-0.090956607							-0.3
373265	f	2	28	us	white	nhisp		5				5		-0.833333333			1									0.0125723457	0.1497395085		0.1926198314			-0.333333333	0.6428571429												-0.033473757				
373268	m	2	34	ug	black	unkno			3	5	6			-2.5		0							2.6666666667																										
373270	m	2	24	us	white	hispa																					0.2267327875						-0.261904762							0.2083333333				0.1653351247					
373271	m	3	38	us	white	nhisp			1	4	1		7	-1.5	4	-7			1	1										0.566828699				1.1799811497											-0.858767949	0.4545262193			
373279	f	2	42	in	sAsia			0				4					0																		0.6019294888		0.6863938417												
373284	f	0	27		white	nhisp																										-0.416666667				-0.131859301					1.9090909091					0.369996095			
373286	m	2	55	us	white				2	1	5					1		2.8											0.7086555439						0.3615579														
373290	f	2	38	us	sAsia	nhisp																											0																
373294		3	25	us	black	nhisp																4.8																0.2038104394		0.125			-0.115145931						
373297	f		44	uk	white								4		0			0.6		1										0.9373943918																	0.8275373779		
373298	f	2	19	in	sAsia	nhisp			1	5	3					-1							1.8333333333			0.0106317555					0.2643124583					-0.252993559				0									-1.2
373299	m	-1	54	us	ntvAm	hispa																				0.1304521252	0.1059986869						0.5																
373300	f	0	23	br	white	hispa																																-0.224331977											
373302	f	1	29	us	white																																												
373304	f	2	26	us	white		4																	0.65	4.6								-0.141025641					-0.454688236					0.1546777589						
373311	f	0	30	us	black	nhisp																				-0.418274253						0					-0.050667039												
373312	f	0	34	ch	white	unkno	2																	0.45	3.2														-0.565514158			1.0339097439						0.1666666667	
373321	f	0	25	us	black		4	6	2	4	3	3	5		2	0	-1			1		3.7		0.75	4.8			0.5989944006		0.6289220317	0.0643227308			0.4976751491	0.100339886				0.3374998548			0.443620044		0.0094195302				0.0416666667	-0.125
373324	f	2	30	us	white	nhisp			1	1	3					-3																						0.6095793879			1.5444444444				0.0522166733				
373327	f	0	19	uk	sAsia	nhisp																													0.2801739008														
373328	m	-1	18	ca	white	nhisp																											0.3706293706										0.0216604925						
373330	m	0	21	us	white	nhisp			3	1	5					3																							0.1606135778										
373340	f	2	20	us	white	nhisp			1	4	5		7	-2	7	0				1						0.1810979211						-0.5		0.9451613221						0.7916666667				1.501130343					
373341	m	2	39	uk	white	nhisp															2.1333333333	5.6					0.43559708	1.6186797108		-0.067164552									0.6384408222		1.2222222222							0.2083333333	
373344	f	1	46	us	white	nhisp								-1.5							3.4	2.8				0.7797801404					0.4336982863				0.2514157044			-0.127209329											
373345	f	2	43	us	white	nhisp							6		3				1	1															0.8287092527											-1.058099094			
373353	f	0	21	ca	white	nhisp																	1.5																										
373354	f	-1	22	us	white	nhisp																5.6																	0.3044832421										
373358	f	0	20	us	white	unkno																													-0.18542813														
373362	m	0	30	us	unkno	hispa								-1.5								5.1									-0.110461219								0.3125332234										
373364	m	0	19	us	white	nhisp															3.1333333333											0		0.1062637489															
373366	f	-2	18	us	unkno	hispa																						1.4290735632															0.2972281085						-0.444444444
373367	m	0	23	us	white	nhisp																5.3	3.8333333333								0.2688285164																		
373370	f	0	21	uk	white	nhisp			1	2	6					2											0.0869532806												-0.136440579										0.5
373372	f	3	35	us	sAsia		6																1.5	1.05	4.2																	1.0970041615	0.5842024092						
373373	m	2	21	us	white	nhisp		2				4					0				1.7333333333					0.8996044325			0.8737767408																				
373374	f	0	29	us	white	nhisp												-0.6					3.1666666667			0.5058879696													-0.79265954										
373375	f	0	29	us	white	unkno							5		0					0																													
373380					.....			7				4	7				0		1	1		5.3																											
373382	f	3	20	uk	white																																		0.6008591859										
373388	m	1	22	us	white	nhisp																				0.2726108267														0.0416666667					0.912415947				0.5555555556
373390	m	2	26	us	white													4.6			2.4																-0.080235122										0.212706711		
373394	f	-2	30	ca	white	nhisp																										0.2083333333			0.4137663814					0.0416666667	0.3560606061				0.0152517973		0.105975655	0.2083333333	
373396	f	2	22	us	white	nhisp																3.5												0.91523361								0.3197350268						-0.041666667	
373399	f		32	uk	white	unkno																																											
373400	f	0	32	us	unkno	hispa							7	-0.166666667	7				1	1											-0.54156392					0.8559843212													
373403	f	3	39	us	white	nhisp			1	3	6			-0.333333333		1																					0.2262216158								0.7040045948				
373405	m	-2	24	us	white	nhisp	6	6							-6		8	-4.8		0				1.75	4.4										-0.179999096		-0.632532886		0.2702627092		-1.875		-0.275698106						
373406	f	2	56	us	white			3	2	1	6	5	6	-0.666666667	4	2	1		1	1		4.9	1.8333333333				0.6649280906			-0.321360131				0.2210965733	0.3969569046		0.79132737	-0.51076733					0.7423734401						1.875
373409	m	0	37	us	mixed	hispa												1.8								-0.548462841														0.125		0.8302899856							
373411	f	3	20	us	white	nhisp			1	3	6		7		6	1				1																		0.0006055961									0.1582991163		
373416	f	2	35	us	white	unkno	4																	1.15	4.4										0.1884795345						0				0.0304807984				
373418	f	3	26	us	mixed	nhisp	2																	1.95	4						-0.381626944				0.1890022442														
373423	f	3	28	us	mixed	nhisp												4					2.5												0.9745973086										0.6633176562				
373424	f	-2	20	us	white	nhisp								-2.166666667									2															-0.502716355				0.5563961372	0.0774662245				0.1195636648	0	
373425	f	-1	32	us	white	nhisp																						1.5616754232			-0.318909217	0.0416666667		-0.539391399														0	
373429	f	-1	31	us	white																					0.3195359163	0.4325325087						-0.272727273								0								
373431	m	-2	34	us	white	nhisp			1	4	5					2											0.3228129861																			0.8363626366		-0.125	
373432	m	0	25	us	eAsia	nhisp		2				5	5	-1.166666667	1		2			0										-0.345895277							0.0488595274												
373436	m	-2	34	us	white	nhisp																4.7				0.7244801187																							
373437	f	0	32	us	eAsia	nhisp															2.0666666667		2.5																					1.5824814951			0.2021235575		
373438	f	2	57	us	black	nhisp																													0.713584813														
373440	f	0	31	us	mixed																					-0.565063958														0.375				-0.355977027				0.125	
373442	f	2	36	mx	mixed	hispa	4							-2										0.35	3.8	0.3119045965			-0.161105894				0.1538461538	0.6078220178						0.25		0.6501020417							
373447	f	0	43	us	white	nhisp															3.9333333333						0.0777780644														0.0909090909						-0.204622997		
373448	m	-3	22	us	white	nhisp																	3.3333333333								0.1842998182		0.1428571429													0.8355060621			
373449	f	3	18	us	mixed	hispa			1	2	5					2		3.6				4.3	2.8333333333			0.5223716214		-0.059020515			0.1315446812		0.1428571429											0.6204593963		0.9955587431	0.0907070398		0.2222222222
373450	f	1	21	us	white	nhisp								-1																	-0.19589608								0.1521281888									-0.041666667	
373452	f	-1	22	us	white	nhisp			1	3	7					3					4.0666666667															1.1224649895											0.1664866619		
373454	f	3	28	us	unkno	hispa	7																	3.15	5																1.5	0.1353331137				0.6999701026			
373455	m	0	23	ie	white	nhisp																					0.8927243922					-0.291666667																	
373458	f	0	20	us	white	nhisp							4		0					1								0.5286565241											-0.03127859										
373460	f		50	us	white									-0.333333333																						0.3159400722		0.1176575531			0.8888888889								
373461	f	0	19	us	white	nhisp		3	1	1	5	5	6		6	1	5			1														0.5134401071	0.2496624064														
373463	f	0	23	us	mixed	nhisp																												0.6359590322						0.25					0.1730217023				0
373464	f	1	24	us	white	nhisp		3				4					0												0.5060664278				-0.16025641									0.4654839454							
373467	f	3	19	us	white									-1.166666667														0.639279022															0.5602409761						
373468	m	2	35	us	white	nhisp																																											
373471	m	2	45	in	sAsia	unkno																																											-1.333333333
