unique_id,timepoint,scale,score
28,2,EYES_total,26
101,2,SITES,5
101,2,IRI_FS,22
101,2,IRI_EC,22
101,2,IRI_PT,21
101,2,IRI_PD,15
101,2,IRI_total,80
101,2,EQ_total,37
101,2,EQ_cog,19
101,2,EQ_aff,9
101,2,EQ_soc,5
101,2,PET_total,3.857142857142857
101,2,EYES_total,24
77,2,SITES,5
77,2,IRI_FS,9
77,2,IRI_EC,27
77,2,IRI_PT,22
77,2,IRI_PD,7
77,2,IRI_total,65
77,2,EQ_total,70
77,2,EQ_cog,30
77,2,EQ_aff,19
77,2,EQ_soc,11
77,2,PET_total,4.571428571428571
77,2,EYES_total,26
63,2,SITES,3
63,2,IRI_FS,14
63,2,IRI_EC,12
63,2,IRI_PT,11
63,2,IRI_PD,16
63,2,IRI_total,53
63,2,EQ_total,16
63,2,EQ_cog,6
63,2,EQ_aff,7
63,2,EQ_soc,8
63,2,PET_total,1.8571428571428572
63,2,EYES_total,31
132,2,SITES,4
132,2,IRI_FS,28
132,2,IRI_EC,26
132,2,IRI_PT,21
132,2,IRI_PD,15
132,2,IRI_total,90
132,2,EQ_total,43
132,2,EQ_cog,15
132,2,EQ_aff,14
132,2,EQ_soc,8
132,2,PET_total,4.714285714285714
132,2,EYES_total,29
10,2,SITES,4
10,2,IRI_FS,11
10,2,IRI_EC,12
10,2,IRI_PT,25
10,2,IRI_PD,6
10,2,IRI_total,54
10,2,EQ_total,38
10,2,EQ_cog,25
10,2,EQ_aff,7
10,2,EQ_soc,3
10,2,PET_total,4
10,2,EYES_total,26
89,2,SITES,5
89,2,IRI_FS,20
89,2,IRI_EC,22
89,2,IRI_PT,26
89,2,IRI_PD,22
89,2,IRI_total,90
89,2,EQ_total,53
89,2,EQ_cog,28
89,2,EQ_aff,13
89,2,EQ_soc,5
89,2,PET_total,3.142857142857143
89,2,EYES_total,27
106,2,SITES,5
106,2,IRI_FS,12
106,2,IRI_EC,27
106,2,IRI_PT,28
106,2,IRI_PD,2
106,2,IRI_total,69
106,2,EQ_total,67
106,2,EQ_cog,27
106,2,EQ_aff,22
106,2,EQ_soc,10
106,2,PET_total,4.714285714285714
106,2,EYES_total,29
53,2,SITES,2
53,2,IRI_FS,11
53,2,IRI_EC,10
53,2,IRI_PT,11
53,2,IRI_PD,15
53,2,IRI_total,47
53,2,EQ_total,28
53,2,EQ_cog,9
53,2,EQ_aff,10
53,2,EQ_soc,5
53,2,PET_total,2
53,2,EYES_total,7
113,2,SITES,5
113,2,IRI_FS,23
113,2,IRI_EC,27
113,2,IRI_PT,20
113,2,IRI_PD,19
113,2,IRI_total,89
113,2,EQ_total,61
113,2,EQ_cog,23
113,2,EQ_aff,21
113,2,EQ_soc,10
113,2,PET_total,4.428571428571429
113,2,EYES_total,21
61,2,SITES,5
61,2,IRI_FS,14
61,2,IRI_EC,26
61,2,IRI_PT,20
61,2,IRI_PD,12
61,2,IRI_total,72
61,2,EQ_total,45
61,2,EQ_cog,15
61,2,EQ_aff,16
61,2,EQ_soc,6
61,2,PET_total,4.142857142857143
61,2,EYES_total,26
135,2,SITES,4
135,2,IRI_FS,13
135,2,IRI_EC,19
135,2,IRI_PT,17
135,2,IRI_PD,14
135,2,IRI_total,63
135,2,EQ_total,39
135,2,EQ_cog,17
135,2,EQ_aff,14
135,2,EQ_soc,9
135,2,PET_total,2.4285714285714284
135,2,EYES_total,29
114,2,SITES,4
114,2,IRI_FS,24
114,2,IRI_EC,19
114,2,IRI_PT,22
114,2,IRI_PD,2
114,2,IRI_total,67
114,2,EQ_total,61
114,2,EQ_cog,24
114,2,EQ_aff,18
114,2,EQ_soc,11
114,2,PET_total,3.857142857142857
114,2,EYES_total,24
20,2,SITES,3
20,2,IRI_FS,9
20,2,IRI_EC,16
20,2,IRI_PT,12
20,2,IRI_PD,18
20,2,IRI_total,55
20,2,EQ_total,35
20,2,EQ_cog,10
20,2,EQ_aff,14
20,2,EQ_soc,12
20,2,PET_total,4.285714285714286
20,2,EYES_total,31
15,2,SITES,4
15,2,IRI_FS,15
15,2,IRI_EC,24
15,2,IRI_PT,20
15,2,IRI_PD,19
15,2,IRI_total,78
15,2,EQ_total,36
15,2,EQ_cog,7
15,2,EQ_aff,14
15,2,EQ_soc,5
15,2,PET_total,4.142857142857143
15,2,EYES_total,20
139,2,SITES,4
139,2,IRI_FS,20
139,2,IRI_EC,25
139,2,IRI_PT,14
139,2,IRI_PD,17
139,2,IRI_total,76
139,2,EQ_total,46
139,2,EQ_cog,15
139,2,EQ_aff,18
139,2,EQ_soc,6
139,2,PET_total,4.285714285714286
139,2,EYES_total,25
54,2,SITES,4
54,2,IRI_FS,24
54,2,IRI_EC,23
54,2,IRI_PT,21
54,2,IRI_PD,13
54,2,IRI_total,81
54,2,EQ_total,49
54,2,EQ_cog,15
54,2,EQ_aff,19
54,2,EQ_soc,12
54,2,PET_total,4.142857142857143
54,2,EYES_total,30
112,2,SITES,4
112,2,IRI_FS,15
112,2,IRI_EC,28
112,2,IRI_PT,23
112,2,IRI_PD,7
112,2,IRI_total,73
112,2,EQ_total,59
112,2,EQ_cog,25
112,2,EQ_aff,19
112,2,EQ_soc,8
112,2,PET_total,5
112,2,EYES_total,17
38,2,SITES,4
38,2,IRI_FS,21
38,2,IRI_EC,20
38,2,IRI_PT,25
38,2,IRI_PD,16
38,2,IRI_total,82
38,2,EQ_total,41
38,2,EQ_cog,13
38,2,EQ_aff,15
38,2,EQ_soc,8
38,2,PET_total,4.571428571428571
38,2,EYES_total,24
93,2,SITES,5
93,2,IRI_FS,17
93,2,IRI_EC,22
93,2,IRI_PT,22
93,2,IRI_PD,9
93,2,IRI_total,70
93,2,EQ_total,54
93,2,EQ_cog,21
93,2,EQ_aff,21
93,2,EQ_soc,7
93,2,PET_total,1.7142857142857142
93,2,EYES_total,26
17,2,SITES,4
17,2,IRI_FS,18
17,2,IRI_EC,18
17,2,IRI_PT,10
17,2,IRI_PD,16
17,2,IRI_total,62
17,2,EQ_total,41
17,2,EQ_cog,12
17,2,EQ_aff,15
17,2,EQ_soc,6
17,2,PET_total,3.142857142857143
17,2,EYES_total,32
26,2,SITES,5
26,2,IRI_FS,19
26,2,IRI_EC,20
26,2,IRI_PT,12
26,2,IRI_PD,1
26,2,IRI_total,52
26,2,EQ_total,36
26,2,EQ_cog,14
26,2,EQ_aff,12
26,2,EQ_soc,6
26,2,PET_total,3.857142857142857
26,2,EYES_total,21
71,2,SITES,4
71,2,IRI_FS,15
71,2,IRI_EC,24
71,2,IRI_PT,24
71,2,IRI_PD,5
71,2,IRI_total,68
71,2,EQ_total,43
71,2,EQ_cog,17
71,2,EQ_aff,14
71,2,EQ_soc,12
71,2,PET_total,4.571428571428571
71,2,EYES_total,33
136,2,SITES,4
136,2,IRI_FS,15
136,2,IRI_EC,18
136,2,IRI_PT,19
136,2,IRI_PD,12
136,2,IRI_total,64
136,2,EQ_total,53
136,2,EQ_cog,24
136,2,EQ_aff,13
136,2,EQ_soc,10
136,2,PET_total,4.285714285714286
136,2,EYES_total,29
124,2,SITES,4
124,2,IRI_FS,17
124,2,IRI_EC,21
124,2,IRI_PT,16
124,2,IRI_PD,12
124,2,IRI_total,66
124,2,EQ_total,47
124,2,EQ_cog,20
124,2,EQ_aff,14
124,2,EQ_soc,8
124,2,PET_total,3
124,2,EYES_total,26
127,2,SITES,4
127,2,IRI_FS,14
127,2,IRI_EC,20
127,2,IRI_PT,16
127,2,IRI_PD,19
127,2,IRI_total,69
127,2,EQ_total,33
127,2,EQ_cog,13
127,2,EQ_aff,13
127,2,EQ_soc,7
127,2,PET_total,3.7142857142857144
127,2,EYES_total,29
9,2,SITES,5
9,2,IRI_FS,14
9,2,IRI_EC,20
9,2,IRI_PT,16
9,2,IRI_PD,5
9,2,IRI_total,55
9,2,EQ_total,62
9,2,EQ_cog,27
9,2,EQ_aff,17
9,2,EQ_soc,13
9,2,PET_total,2.857142857142857
9,2,EYES_total,29
24,2,SITES,4
24,2,IRI_FS,26
24,2,IRI_EC,26
24,2,IRI_PT,19
24,2,IRI_PD,7
24,2,IRI_total,78
24,2,EQ_total,63
24,2,EQ_cog,30
24,2,EQ_aff,20
24,2,EQ_soc,7
24,2,PET_total,4.571428571428571
24,2,EYES_total,30
110,2,SITES,5
110,2,IRI_FS,3
110,2,IRI_EC,24
110,2,IRI_PT,21
110,2,IRI_PD,13
110,2,IRI_total,61
110,2,EQ_total,36
110,2,EQ_cog,10
110,2,EQ_aff,15
110,2,EQ_soc,9
110,2,PET_total,4
110,2,EYES_total,25
60,2,SITES,4
60,2,IRI_FS,20
60,2,IRI_EC,22
60,2,IRI_PT,18
60,2,IRI_PD,10
60,2,IRI_total,70
60,2,EQ_total,46
60,2,EQ_cog,18
60,2,EQ_aff,16
60,2,EQ_soc,8
60,2,PET_total,4.714285714285714
60,2,EYES_total,28
70,2,SITES,5
70,2,IRI_FS,9
70,2,IRI_EC,21
70,2,IRI_PT,18
70,2,IRI_PD,19
70,2,IRI_total,67
70,2,EQ_total,54
70,2,EQ_cog,23
70,2,EQ_aff,15
70,2,EQ_soc,11
70,2,PET_total,3.5714285714285716
70,2,EYES_total,31
37,2,SITES,4
37,2,IRI_FS,20
37,2,IRI_EC,15
37,2,IRI_PT,24
37,2,IRI_PD,12
37,2,IRI_total,71
37,2,EQ_total,42
37,2,EQ_cog,15
37,2,EQ_aff,14
37,2,EQ_soc,10
37,2,PET_total,2.4285714285714284
37,2,EYES_total,21
50,2,SITES,3
50,2,IRI_FS,12
50,2,IRI_EC,10
50,2,IRI_PT,12
50,2,IRI_PD,22
50,2,IRI_total,56
50,2,EQ_total,41
50,2,EQ_cog,15
50,2,EQ_aff,11
50,2,EQ_soc,15
50,2,PET_total,3.4285714285714284
50,2,EYES_total,33
59,2,SITES,4
59,2,IRI_FS,12
59,2,IRI_EC,18
59,2,IRI_PT,16
59,2,IRI_PD,18
59,2,IRI_total,64
59,2,EQ_total,32
59,2,EQ_cog,14
59,2,EQ_aff,8
59,2,EQ_soc,6
59,2,PET_total,3.4285714285714284
59,2,EYES_total,14
108,2,SITES,4
108,2,IRI_FS,18
108,2,IRI_EC,20
108,2,IRI_PT,23
108,2,IRI_PD,12
108,2,IRI_total,73
108,2,EQ_total,56
108,2,EQ_cog,22
108,2,EQ_aff,17
108,2,EQ_soc,7
108,2,PET_total,4.142857142857143
108,2,EYES_total,25
105,2,SITES,3
105,2,IRI_FS,19
105,2,IRI_EC,15
105,2,IRI_PT,20
105,2,IRI_PD,14
105,2,IRI_total,68
105,2,EQ_total,19
105,2,EQ_cog,2
105,2,EQ_aff,11
105,2,EQ_soc,7
105,2,PET_total,3.857142857142857
105,2,EYES_total,29
51,2,SITES,5
51,2,IRI_FS,17
51,2,IRI_EC,24
51,2,IRI_PT,23
51,2,IRI_PD,18
51,2,IRI_total,82
51,2,EQ_total,52
51,2,EQ_cog,14
51,2,EQ_aff,15
51,2,EQ_soc,12
51,2,PET_total,4.714285714285714
51,2,EYES_total,22
41,2,SITES,5
41,2,IRI_FS,11
41,2,IRI_EC,19
41,2,IRI_PT,18
41,2,IRI_PD,11
41,2,IRI_total,59
41,2,EQ_total,50
41,2,EQ_cog,24
41,2,EQ_aff,13
41,2,EQ_soc,10
41,2,PET_total,4.571428571428571
41,2,EYES_total,23
68,2,SITES,4
68,2,IRI_FS,7
68,2,IRI_EC,13
68,2,IRI_PT,19
68,2,IRI_PD,0
68,2,IRI_total,39
68,2,EQ_total,44
68,2,EQ_cog,25
68,2,EQ_aff,8
68,2,EQ_soc,10
68,2,PET_total,1
68,2,EYES_total,31
84,2,SITES,4
84,2,IRI_FS,12
84,2,IRI_EC,18
84,2,IRI_PT,19
84,2,IRI_PD,15
84,2,IRI_total,64
84,2,EQ_total,47
84,2,EQ_cog,17
84,2,EQ_aff,14
84,2,EQ_soc,11
84,2,PET_total,3.5714285714285716
84,2,EYES_total,31
109,2,SITES,4
109,2,IRI_FS,17
109,2,IRI_EC,23
109,2,IRI_PT,20
109,2,IRI_PD,18
109,2,IRI_total,78
109,2,EQ_total,48
109,2,EQ_cog,19
109,2,EQ_aff,16
109,2,EQ_soc,8
109,2,PET_total,4
109,2,EYES_total,23
122,2,SITES,5
122,2,IRI_FS,24
122,2,IRI_EC,24
122,2,IRI_PT,22
122,2,IRI_PD,22
122,2,IRI_total,92
122,2,EQ_total,44
122,2,EQ_cog,18
122,2,EQ_aff,17
122,2,EQ_soc,9
122,2,PET_total,4.714285714285714
122,2,EYES_total,25
94,2,SITES,5
94,2,IRI_FS,26
94,2,IRI_EC,24
94,2,IRI_PT,22
94,2,IRI_PD,5
94,2,IRI_total,77
94,2,EQ_total,55
94,2,EQ_cog,19
94,2,EQ_aff,16
94,2,EQ_soc,11
94,2,PET_total,4.571428571428571
94,2,EYES_total,26
27,2,SITES,4
27,2,IRI_FS,20
27,2,IRI_EC,22
27,2,IRI_PT,21
27,2,IRI_PD,21
27,2,IRI_total,84
27,2,EQ_total,57
27,2,EQ_cog,22
27,2,EQ_aff,18
27,2,EQ_soc,13
27,2,PET_total,3.7142857142857144
27,2,EYES_total,30
22,2,SITES,4
22,2,IRI_FS,3
22,2,IRI_EC,5
22,2,IRI_PT,10
22,2,IRI_PD,9
22,2,IRI_total,27
22,2,EQ_total,30
22,2,EQ_cog,12
22,2,EQ_aff,9
22,2,EQ_soc,9
22,2,PET_total,2
22,2,EYES_total,26
80,2,SITES,4
80,2,IRI_FS,18
80,2,IRI_EC,23
80,2,IRI_PT,15
80,2,IRI_PD,17
80,2,IRI_total,73
80,2,EQ_total,43
80,2,EQ_cog,16
80,2,EQ_aff,16
80,2,EQ_soc,9
80,2,PET_total,3.142857142857143
80,2,EYES_total,22
35,2,SITES,4
35,2,IRI_FS,11
35,2,IRI_EC,20
35,2,IRI_PT,18
35,2,IRI_PD,9
35,2,IRI_total,58
35,2,EQ_total,44
35,2,EQ_cog,15
35,2,EQ_aff,13
35,2,EQ_soc,10
35,2,PET_total,2
35,2,EYES_total,22
5,2,SITES,4
5,2,IRI_FS,20
5,2,IRI_EC,20
5,2,IRI_PT,20
5,2,IRI_PD,13
5,2,IRI_total,73
5,2,EQ_total,39
5,2,EQ_cog,15
5,2,EQ_aff,13
5,2,EQ_soc,8
5,2,PET_total,3.5714285714285716
5,2,EYES_total,30
62,2,SITES,5
62,2,IRI_FS,24
62,2,IRI_EC,28
62,2,IRI_PT,24
62,2,IRI_PD,9
62,2,IRI_total,85
62,2,EQ_total,60
62,2,EQ_cog,24
62,2,EQ_aff,21
62,2,EQ_soc,12
62,2,PET_total,5
62,2,EYES_total,31
104,2,SITES,2
104,2,IRI_FS,6
104,2,IRI_EC,9
104,2,IRI_PT,14
104,2,IRI_PD,4
104,2,IRI_total,33
104,2,EQ_total,28
104,2,EQ_cog,11
104,2,EQ_aff,8
104,2,EQ_soc,8
104,2,PET_total,3.4285714285714284
104,2,EYES_total,18
25,2,SITES,4
25,2,IRI_FS,17
25,2,IRI_EC,24
25,2,IRI_PT,19
25,2,IRI_PD,9
25,2,IRI_total,69
25,2,EQ_total,50
25,2,EQ_cog,17
25,2,EQ_aff,20
25,2,EQ_soc,9
25,2,PET_total,4.571428571428571
25,2,EYES_total,19
128,2,SITES,3
128,2,IRI_FS,14
128,2,IRI_EC,14
128,2,IRI_PT,14
128,2,IRI_PD,13
128,2,IRI_total,55
128,2,EQ_total,19
128,2,EQ_cog,8
128,2,EQ_aff,2
128,2,EQ_soc,7
128,2,PET_total,2.857142857142857
128,2,EYES_total,13
